team_id,season,affiliate_league,affiliate,league,team_name,classification,category,location_id,city,state,country,lat,long
2016_PacificCoast_SaltLake,2017,AL,LAA,Pacific Coast,Salt Lake,AAA,MiLB,SaltLakeCity_UT_US,Salt Lake City,UT,US,40.767013,-111.890431
2016_Appalachian_Bristol,2017,NL,PIT,Appalachian,Bristol,Rk,MiLB,Bristol_VA_US,Bristol,VA,US,36.596495,-82.188467
2016_Carolina_Potomac,2017,NL,WSH,Carolina,Potomac,A+,MiLB,Woodbridge_VA_US,Woodbridge,VA,US,38.658172,-77.249705
2016_NewYork-Pennsylvania_Vermont,2017,AL,OAK,New York-Pennsylvania,Vermont,A-,MiLB,Burlington_VT_US,Burlington,VT,US,44.472399,-73.211494
2016_Northwest_Everett,2017,AL,SEA,Northwest,Everett,A-,MiLB,Everett_WA_US,Everett,WA,US,47.967306,-122.2014
2016_PacificCoast_Tacoma,2017,AL,SEA,Pacific Coast,Tacoma,AAA,MiLB,Tacoma_WA_US,Tacoma,WA,US,47.24958,-122.439875
2016_NewYork-Pennsylvania_WestVirginia,2017,NL,PIT,New York-Pennsylvania,West Virginia,A-,MiLB,Charleston_WV_US,Charleston,WV,US,38.350599,-81.633281
2016_Midwest_Wisconsin,2017,NL,MIL,Midwest,Wisconsin,A,MiLB,Appleton_WI_US,Appleton,WI,US,44.261134,-88.40676
2016_DominicanSummer_Yankees,2017,AL,NYY,Dominican Summer,Yankees,FRk,MiLB,DO,,,DO,19.097403,-70.302803
2016_SouthAtlantic_WestVirginia,2017,NL,PIT,South Atlantic,West Virginia,A-,MiLB,Charleston_WV_US,Charleston,WV,US,38.350599,-81.633281
2016_Appalachian_Princeton,2017,AL,TB,Appalachian,Princeton,Rk,MiLB,Princeton_WV_US,Princeton,WV,US,37.366328,-81.102577
